task_id;property_id;booking_id;category;title;task_date;task_status;assigned_by;assigned_to;parent_task_id
tsk_05925;prop_2;book_2433;Cleaning;Check-out Cleaning;2026-06-20;Approved;GRO_831;HKP_102;
tsk_05926;prop_2;book_2433;Laundry;Linen Management;2026-06-20;On Hold;GRO_831;HKP_102;tsk_05925
tsk_05927;prop_40;book_2437;Cleaning;Check-out Cleaning;2026-06-20;Completed;GRO_831;HKP_305;
tsk_05928;prop_40;book_2437;Laundry;Linen Management;2026-06-20;On Hold;GRO_831;HKP_305;tsk_05927
tsk_05935;prop_35;book_2443;Cleaning;Check-out Cleaning;2026-06-20;On Hold;GRO_612;MNT_904;
tsk_05936;prop_35;book_2443;Laundry;Linen Management;2026-06-20;Scheduled;GRO_612;HKP_305;tsk_05935
tsk_05944;prop_66;null;Preventive Maintenance;Radiator Bleeding & Pressure Check;2026-06-20;Backlog;MNG_482;HKP_922;null
tsk_05945;prop_42;book_2403;Cleaning;Check-out Cleaning;2026-06-21;Reported;GRO_390;HKP_640;
tsk_05946;prop_42;book_2403;Laundry;Linen Management;2026-06-21;Approved;GRO_390;HKP_552;tsk_05945
tsk_05964;prop_3;book_2452;Cleaning;Check-out Cleaning;2026-06-21;Reported;GRO_390;MNT_421;
tsk_05965;prop_3;book_2452;Laundry;Linen Management;2026-06-21;Verified;GRO_390;HKP_627;tsk_05964
tsk_05968;prop_61;book_2455;Cleaning;Check-out Cleaning;2026-06-21;Canceled;GRO_390;MNT_157;
tsk_05969;prop_61;book_2455;Laundry;Linen Management;2026-06-21;Reported;GRO_390;MNT_157;tsk_05968
tsk_05982;prop_20;book_2476;Cleaning;Check-out Cleaning;2026-06-21;Verified;GRO_390;MNT_683;
tsk_05983;prop_20;book_2476;Laundry;Linen Management;2026-06-21;In Progress;GRO_390;HKP_416;tsk_05982
tsk_05986;prop_65;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-06-21;Invoiced;MNG_482;HKP_810;null
tsk_05987;prop_66;book_2414;Cleaning;Check-out Cleaning;2026-06-22;On Hold;GRO_254;HKP_810;
tsk_05988;prop_66;book_2414;Laundry;Linen Management;2026-06-22;Approved;GRO_254;HKP_781;tsk_05987
tsk_05989;prop_15;book_2417;Cleaning;Check-out Cleaning;2026-06-22;Verified;GRO_254;HKP_865;
tsk_05990;prop_15;book_2417;Laundry;Linen Management;2026-06-22;Reported;GRO_254;HKP_518;tsk_05989
tsk_06012;prop_43;book_2472;Cleaning;Check-out Cleaning;2026-06-22;Approved;GRO_254;HKP_188;
tsk_06013;prop_43;book_2472;Laundry;Linen Management;2026-06-22;Approved;GRO_254;HKP_219;tsk_06012
tsk_06017;prop_69;book_2485;Reactive Maintenance;Water Leak Troubleshooting;2026-06-22;Completed;GRO_390;HKP_466;null
tsk_06022;prop_3;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-06-22;Canceled;MNG_482;MNT_683;null
tsk_06026;prop_31;book_2458;Cleaning;Check-out Cleaning;2026-06-23;Canceled;GRO_612;HKP_703;
tsk_06027;prop_31;book_2458;Laundry;Linen Management;2026-06-23;Verified;GRO_612;HKP_703;tsk_06026
tsk_06034;prop_65;book_2475;Cleaning;Check-out Cleaning;2026-06-23;Approved;GRO_612;HKP_810;
tsk_06035;prop_65;book_2475;Laundry;Linen Management;2026-06-23;Invoiced;GRO_612;HKP_781;tsk_06034
tsk_06040;prop_1;book_2482;Cleaning;Check-out Cleaning;2026-06-23;Completed;GRO_612;HKP_518;
tsk_06041;prop_1;book_2482;Laundry;Linen Management;2026-06-23;On Hold;GRO_612;HKP_627;tsk_06040
tsk_06050;prop_3;book_2509;Cleaning;Check-out Cleaning;2026-06-23;Invoiced;GRO_390;MNT_421;
tsk_06051;prop_3;book_2509;Laundry;Linen Management;2026-06-23;Canceled;GRO_390;HKP_518;tsk_06050
tsk_06053;prop_61;book_2514;Cleaning;Check-out Cleaning;2026-06-23;Backlog;GRO_390;HKP_134;
tsk_06054;prop_61;book_2514;Laundry;Linen Management;2026-06-23;Verified;GRO_390;HKP_134;tsk_06053
tsk_06074;prop_69;book_2485;Cleaning;Check-out Cleaning;2026-06-24;In Progress;GRO_390;HKP_810;
tsk_06075;prop_69;book_2485;Laundry;Linen Management;2026-06-24;Canceled;GRO_390;HKP_781;tsk_06074
tsk_06080;prop_35;book_2497;Cleaning;Check-out Cleaning;2026-06-24;Scheduled;GRO_612;HKP_305;
tsk_06081;prop_35;book_2497;Laundry;Linen Management;2026-06-24;In Progress;GRO_612;MNT_904;tsk_06080
tsk_06082;prop_35;book_2497;Reactive Maintenance;TV & Smart Entertainment Reset;2026-06-24;Verified;GRO_612;HKP_877;null
tsk_06083;prop_2;book_2501;Cleaning;Check-out Cleaning;2026-06-24;Canceled;GRO_390;MNT_683;
tsk_06084;prop_2;book_2501;Laundry;Linen Management;2026-06-24;Completed;GRO_390;HKP_339;tsk_06083
tsk_06093;prop_67;book_2464;Cleaning;Check-out Cleaning;2026-06-25;Verified;GRO_254;HKP_781;
tsk_06094;prop_67;book_2464;Laundry;Linen Management;2026-06-25;Verified;GRO_254;HKP_134;tsk_06093
tsk_06107;prop_40;book_2503;Cleaning;Check-out Cleaning;2026-06-25;Canceled;GRO_831;MNT_904;
tsk_06108;prop_40;book_2503;Laundry;Linen Management;2026-06-25;Scheduled;GRO_831;HKP_188;tsk_06107
tsk_06109;prop_20;book_2507;Cleaning;Check-out Cleaning;2026-06-25;Approved;GRO_831;HKP_865;
tsk_06110;prop_20;book_2507;Laundry;Linen Management;2026-06-25;Approved;GRO_831;HKP_102;tsk_06109
tsk_06111;prop_42;book_2511;Cleaning;Check-out Cleaning;2026-06-25;Approved;GRO_254;HKP_703;
tsk_06112;prop_42;book_2511;Laundry;Linen Management;2026-06-25;Backlog;GRO_254;HKP_640;tsk_06111
tsk_06155;prop_15;book_2528;Cleaning;Check-out Cleaning;2026-06-26;Invoiced;GRO_390;HKP_865;
tsk_06156;prop_15;book_2528;Laundry;Linen Management;2026-06-26;Scheduled;GRO_390;HKP_102;tsk_06155
tsk_06164;prop_31;book_2550;Cleaning;Check-out Cleaning;2026-06-26;Backlog;GRO_612;HKP_188;
tsk_06165;prop_31;book_2550;Laundry;Linen Management;2026-06-26;Scheduled;GRO_612;HKP_703;tsk_06164
tsk_06168;prop_20;book_2568;Reactive Maintenance;Blinds & Curtains Urgent Repair;2026-06-26;Reported;GRO_254;HKP_102;null
tsk_06169;prop_2;null;Preventive Maintenance;Window & Balcony Safety Audit;2026-06-26;Verified;MNG_482;HKP_518;null
tsk_06173;prop_35;null;Preventive Maintenance;Furniture & Joinery Tightening;2026-06-26;On Hold;MNG_482;HKP_219;null
tsk_06207;prop_66;book_2527;Cleaning;Check-out Cleaning;2026-06-28;Verified;GRO_254;MNT_157;
tsk_06208;prop_66;book_2527;Laundry;Linen Management;2026-06-28;In Progress;GRO_254;HKP_781;tsk_06207
tsk_06209;prop_66;book_2527;Reactive Maintenance;Wi-Fi & Network Connectivity Restore;2026-06-28;Approved;GRO_254;HKP_922;null
tsk_06217;prop_3;book_2545;Cleaning;Check-out Cleaning;2026-06-28;Completed;GRO_831;HKP_951;
tsk_06218;prop_3;book_2545;Laundry;Linen Management;2026-06-28;Canceled;GRO_831;MNT_421;tsk_06217
tsk_06219;prop_61;book_2548;Reactive Maintenance;TV & Smart Entertainment Reset;2026-06-28;In Progress;GRO_254;HKP_134;null
tsk_06233;prop_1;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-06-28;Reported;MNG_482;MNT_683;null
tsk_06235;prop_43;null;Preventive Maintenance;Silicon Seal Integrity Check;2026-06-28;Scheduled;MNG_482;HKP_219;null
tsk_06238;prop_69;null;Preventive Maintenance;Seasonal HVAC Filter Cleaning;2026-06-28;Backlog;MNG_482;HKP_810;null
tsk_06239;prop_43;book_2526;Cleaning;Check-out Cleaning;2026-06-29;Completed;GRO_612;HKP_640;
tsk_06240;prop_43;book_2526;Laundry;Linen Management;2026-06-29;Backlog;GRO_612;HKP_640;tsk_06239
tsk_06243;prop_65;book_2540;Cleaning;Check-out Cleaning;2026-06-29;Completed;GRO_831;HKP_810;
tsk_06244;prop_65;book_2540;Laundry;Linen Management;2026-06-29;In Progress;GRO_831;HKP_134;tsk_06243
tsk_06247;prop_1;book_2547;Cleaning;Check-out Cleaning;2026-06-29;Scheduled;GRO_831;HKP_416;
tsk_06248;prop_1;book_2547;Laundry;Linen Management;2026-06-29;Scheduled;GRO_831;HKP_865;tsk_06247
tsk_06253;prop_35;book_2559;Cleaning;Check-out Cleaning;2026-06-29;Invoiced;GRO_254;HKP_188;
tsk_06254;prop_35;book_2559;Laundry;Linen Management;2026-06-29;Verified;GRO_254;HKP_640;tsk_06253
tsk_06257;prop_20;book_2568;Cleaning;Check-out Cleaning;2026-06-29;Invoiced;GRO_254;HKP_293;
tsk_06258;prop_20;book_2568;Laundry;Linen Management;2026-06-29;Completed;GRO_254;MNT_683;tsk_06257
tsk_06265;prop_40;book_2584;Cleaning;Check-out Cleaning;2026-06-29;Completed;GRO_831;HKP_877;
tsk_06266;prop_40;book_2584;Laundry;Linen Management;2026-06-29;Scheduled;GRO_831;HKP_552;tsk_06265
tsk_06267;prop_40;book_2584;Reactive Maintenance;Emergency Lockout Resolution;2026-06-29;Canceled;GRO_831;HKP_552;null
tsk_06279;prop_61;book_2548;Cleaning;Check-out Cleaning;2026-06-30;Invoiced;GRO_254;HKP_466;
tsk_06280;prop_61;book_2548;Laundry;Linen Management;2026-06-30;Backlog;GRO_254;MNT_157;tsk_06279
tsk_06287;prop_69;book_2562;Cleaning;Check-out Cleaning;2026-06-30;In Progress;GRO_390;HKP_243;
tsk_06288;prop_69;book_2562;Laundry;Linen Management;2026-06-30;Completed;GRO_390;HKP_243;tsk_06287
tsk_06289;prop_2;book_2564;Cleaning;Check-out Cleaning;2026-06-30;Backlog;GRO_390;HKP_416;
tsk_06290;prop_2;book_2564;Laundry;Linen Management;2026-06-30;Invoiced;GRO_390;HKP_744;tsk_06289
tsk_06295;prop_67;book_2572;Cleaning;Check-out Cleaning;2026-06-30;Invoiced;GRO_612;HKP_466;
tsk_06296;prop_67;book_2572;Laundry;Linen Management;2026-06-30;In Progress;GRO_612;HKP_781;tsk_06295
tsk_06299;prop_42;book_2574;Cleaning;Check-out Cleaning;2026-06-30;Canceled;GRO_390;HKP_552;
tsk_06300;prop_42;book_2574;Laundry;Linen Management;2026-06-30;Backlog;GRO_390;HKP_640;tsk_06299
tsk_06301;prop_42;book_2574;Reactive Maintenance;Bulb & Fuse Replacement;2026-06-30;Completed;GRO_390;MNT_904;null
tsk_06324;prop_3;book_2617;Cleaning;Check-out Cleaning;2026-06-30;Verified;GRO_390;HKP_293;
tsk_06325;prop_3;book_2617;Laundry;Linen Management;2026-06-30;On Hold;GRO_390;HKP_951;tsk_06324
tsk_06334;prop_31;book_2596;Cleaning;Check-out Cleaning;2026-07-01;Approved;GRO_390;HKP_219;
tsk_06335;prop_31;book_2596;Laundry;Linen Management;2026-07-01;Canceled;GRO_390;HKP_877;tsk_06334
tsk_06356;prop_15;book_2591;Cleaning;Check-out Cleaning;2026-07-02;On Hold;GRO_831;MNT_683;
tsk_06357;prop_15;book_2591;Laundry;Linen Management;2026-07-02;On Hold;GRO_831;HKP_518;tsk_06356
tsk_06374;prop_65;book_2625;Cleaning;Check-out Cleaning;2026-07-02;Scheduled;GRO_831;HKP_243;
tsk_06375;prop_65;book_2625;Laundry;Linen Management;2026-07-02;Reported;GRO_831;HKP_922;tsk_06374
tsk_06396;prop_65;book_2675;Reactive Maintenance;Minor Plumbing Unclogging;2026-07-02;Approved;GRO_831;HKP_781;null
tsk_06411;prop_43;book_2624;Cleaning;Check-out Cleaning;2026-07-03;In Progress;GRO_612;HKP_219;
tsk_06412;prop_43;book_2624;Laundry;Linen Management;2026-07-03;Completed;GRO_612;MNT_904;tsk_06411
tsk_06415;prop_1;book_2631;Cleaning;Check-out Cleaning;2026-07-03;Completed;GRO_254;HKP_627;
tsk_06416;prop_1;book_2631;Laundry;Linen Management;2026-07-03;Verified;GRO_254;HKP_518;tsk_06415
tsk_06419;prop_40;book_2638;Cleaning;Check-out Cleaning;2026-07-03;Verified;GRO_831;HKP_877;
tsk_06420;prop_40;book_2638;Laundry;Linen Management;2026-07-03;Invoiced;GRO_831;HKP_703;tsk_06419
tsk_06423;prop_42;book_2651;Cleaning;Check-out Cleaning;2026-07-03;Completed;GRO_390;HKP_703;
tsk_06424;prop_42;book_2651;Laundry;Linen Management;2026-07-03;In Progress;GRO_390;HKP_703;tsk_06423
tsk_06425;prop_2;book_2657;Cleaning;Check-out Cleaning;2026-07-03;Invoiced;GRO_831;MNT_683;
tsk_06426;prop_2;book_2657;Laundry;Linen Management;2026-07-03;Completed;GRO_831;HKP_865;tsk_06425
tsk_06434;prop_67;null;Preventive Maintenance;Safety Equipment Inspection;2026-07-03;Reported;MNG_482;HKP_466;null
tsk_06439;prop_66;book_2612;Cleaning;Check-out Cleaning;2026-07-04;Invoiced;GRO_254;HKP_599;
tsk_06440;prop_66;book_2612;Laundry;Linen Management;2026-07-04;In Progress;GRO_254;HKP_466;tsk_06439
tsk_06441;prop_20;book_2626;Cleaning;Check-out Cleaning;2026-07-04;On Hold;GRO_612;HKP_102;
tsk_06442;prop_20;book_2626;Laundry;Linen Management;2026-07-04;Canceled;GRO_612;MNT_683;tsk_06441
tsk_06445;prop_35;book_2633;Cleaning;Check-out Cleaning;2026-07-04;Approved;GRO_254;HKP_640;
tsk_06446;prop_35;book_2633;Laundry;Linen Management;2026-07-04;Invoiced;GRO_254;HKP_703;tsk_06445
tsk_06449;prop_67;book_2646;Cleaning;Check-out Cleaning;2026-07-04;Canceled;GRO_390;HKP_466;
tsk_06450;prop_67;book_2646;Laundry;Linen Management;2026-07-04;In Progress;GRO_390;HKP_243;tsk_06449
tsk_06453;prop_69;book_2656;Cleaning;Check-out Cleaning;2026-07-04;In Progress;GRO_254;HKP_243;
tsk_06454;prop_69;book_2656;Laundry;Linen Management;2026-07-04;Reported;GRO_254;MNT_157;tsk_06453
tsk_06465;prop_31;book_2668;Cleaning;Check-out Cleaning;2026-07-04;Scheduled;GRO_390;HKP_552;
tsk_06466;prop_31;book_2668;Laundry;Linen Management;2026-07-04;On Hold;GRO_390;HKP_640;tsk_06465
tsk_06470;prop_35;null;Preventive Maintenance;Furniture & Joinery Tightening;2026-07-04;Invoiced;MNG_482;HKP_552;null
tsk_06472;prop_66;null;Preventive Maintenance;Safety Equipment Inspection;2026-07-04;Reported;MNG_482;MNT_157;null
tsk_06489;prop_15;book_2677;Cleaning;Check-out Cleaning;2026-07-05;Approved;GRO_612;HKP_339;
tsk_06490;prop_15;book_2677;Laundry;Linen Management;2026-07-05;Canceled;GRO_612;MNT_421;tsk_06489
tsk_06493;prop_31;book_2721;Reactive Maintenance;Bulb & Fuse Replacement;2026-07-05;Completed;GRO_831;HKP_703;null
tsk_06494;prop_31;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-07-05;Scheduled;MNG_482;HKP_219;null
tsk_06496;prop_43;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-07-05;Backlog;MNG_482;MNT_904;null
tsk_06515;prop_65;book_2675;Cleaning;Check-out Cleaning;2026-07-06;Reported;GRO_831;HKP_781;
tsk_06516;prop_65;book_2675;Laundry;Linen Management;2026-07-06;In Progress;GRO_831;HKP_134;tsk_06515
tsk_06527;prop_42;book_2698;Cleaning;Check-out Cleaning;2026-07-06;Approved;GRO_390;HKP_703;
tsk_06528;prop_42;book_2698;Laundry;Linen Management;2026-07-06;On Hold;GRO_390;HKP_877;tsk_06527
tsk_06531;prop_2;book_2702;Cleaning;Check-out Cleaning;2026-07-06;Invoiced;GRO_390;HKP_518;
tsk_06532;prop_2;book_2702;Laundry;Linen Management;2026-07-06;Scheduled;GRO_390;HKP_951;tsk_06531
tsk_06537;prop_1;null;Preventive Maintenance;Window & Balcony Safety Audit;2026-07-06;Canceled;MNG_482;HKP_416;null
tsk_06541;prop_3;book_2647;Cleaning;Check-out Cleaning;2026-07-07;Scheduled;GRO_831;HKP_518;
tsk_06542;prop_3;book_2647;Laundry;Linen Management;2026-07-07;Backlog;GRO_831;HKP_627;tsk_06541
tsk_06543;prop_61;book_2653;Cleaning;Check-out Cleaning;2026-07-07;Backlog;GRO_831;HKP_134;
tsk_06544;prop_61;book_2653;Laundry;Linen Management;2026-07-07;Invoiced;GRO_831;HKP_134;tsk_06543
tsk_06564;prop_1;book_2697;Cleaning;Check-out Cleaning;2026-07-07;Reported;GRO_612;HKP_865;
tsk_06565;prop_1;book_2697;Laundry;Linen Management;2026-07-07;Verified;GRO_612;HKP_627;tsk_06564
tsk_06576;prop_67;book_2716;Cleaning;Check-out Cleaning;2026-07-07;Completed;GRO_612;HKP_243;
tsk_06577;prop_67;book_2716;Laundry;Linen Management;2026-07-07;Canceled;GRO_612;HKP_922;tsk_06576
tsk_06582;prop_35;null;Preventive Maintenance;Seasonal HVAC Filter Cleaning;2026-07-07;On Hold;MNG_482;HKP_877;null
tsk_06596;prop_43;book_2694;Cleaning;Check-out Cleaning;2026-07-08;Backlog;GRO_390;HKP_219;
tsk_06597;prop_43;book_2694;Laundry;Linen Management;2026-07-08;Reported;GRO_390;HKP_877;tsk_06596
tsk_06600;prop_40;book_2706;Reactive Maintenance;Minor Plumbing Unclogging;2026-07-08;Canceled;GRO_390;HKP_219;null
tsk_06615;prop_69;book_2720;Cleaning;Check-out Cleaning;2026-07-08;In Progress;GRO_612;HKP_466;
tsk_06616;prop_69;book_2720;Laundry;Linen Management;2026-07-08;On Hold;GRO_612;HKP_922;tsk_06615
tsk_06617;prop_31;book_2721;Cleaning;Check-out Cleaning;2026-07-08;Invoiced;GRO_831;HKP_640;
tsk_06618;prop_31;book_2721;Laundry;Linen Management;2026-07-08;Verified;GRO_831;MNT_904;tsk_06617
tsk_06621;prop_15;book_2726;Reactive Maintenance;Pest Control First Response;2026-07-08;Backlog;GRO_254;HKP_102;null
tsk_06625;prop_2;null;Preventive Maintenance;Seasonal HVAC Filter Cleaning;2026-07-08;Scheduled;MNG_482;HKP_102;null
tsk_06626;prop_15;null;Preventive Maintenance;Window & Balcony Safety Audit;2026-07-08;Approved;MNG_482;HKP_339;null
tsk_06629;prop_69;null;Preventive Maintenance;Window & Balcony Safety Audit;2026-07-08;Canceled;MNG_482;HKP_922;null
tsk_06630;prop_40;book_2706;Cleaning;Check-out Cleaning;2026-07-09;Completed;GRO_390;HKP_877;
tsk_06631;prop_40;book_2706;Laundry;Linen Management;2026-07-09;Approved;GRO_390;HKP_305;tsk_06630
tsk_06632;prop_20;book_2711;Cleaning;Check-out Cleaning;2026-07-09;Completed;GRO_612;HKP_865;
tsk_06633;prop_20;book_2711;Laundry;Linen Management;2026-07-09;In Progress;GRO_612;HKP_293;tsk_06632
tsk_06634;prop_35;book_2718;Cleaning;Check-out Cleaning;2026-07-09;Approved;GRO_831;HKP_188;
tsk_06635;prop_35;book_2718;Laundry;Linen Management;2026-07-09;Scheduled;GRO_831;HKP_305;tsk_06634
tsk_06651;prop_2;book_2749;Reactive Maintenance;Water Leak Troubleshooting;2026-07-09;Canceled;GRO_831;HKP_518;null
tsk_06661;prop_40;null;Preventive Maintenance;Battery Replacement Cycle;2026-07-09;Backlog;MNG_482;HKP_552;null
tsk_06662;prop_42;null;Preventive Maintenance;Furniture & Joinery Tightening;2026-07-09;Approved;MNG_482;HKP_188;null
tsk_06663;prop_42;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-07-09;Reported;MNG_482;HKP_877;null
tsk_06664;prop_61;null;Preventive Maintenance;Battery Replacement Cycle;2026-07-09;Canceled;MNG_482;HKP_781;null
tsk_06665;prop_66;book_2709;Cleaning;Check-out Cleaning;2026-07-10;Approved;GRO_390;HKP_243;
tsk_06666;prop_66;book_2709;Laundry;Linen Management;2026-07-10;Invoiced;GRO_390;HKP_810;tsk_06665
tsk_06671;prop_15;book_2726;Cleaning;Check-out Cleaning;2026-07-10;Verified;GRO_254;HKP_293;
tsk_06672;prop_15;book_2726;Laundry;Linen Management;2026-07-10;Backlog;GRO_254;HKP_627;tsk_06671
tsk_06692;prop_2;book_2749;Cleaning;Check-out Cleaning;2026-07-10;In Progress;GRO_831;HKP_951;
tsk_06693;prop_2;book_2749;Laundry;Linen Management;2026-07-10;In Progress;GRO_831;HKP_416;tsk_06692
tsk_06696;prop_67;book_2755;Reactive Maintenance;Wi-Fi & Network Connectivity Restore;2026-07-10;Backlog;GRO_831;HKP_599;null
tsk_06724;prop_1;book_2758;Cleaning;Check-out Cleaning;2026-07-11;Verified;GRO_254;HKP_339;
tsk_06725;prop_1;book_2758;Laundry;Linen Management;2026-07-11;Backlog;GRO_254;HKP_518;tsk_06724
tsk_06726;prop_61;book_2759;Cleaning;Check-out Cleaning;2026-07-11;On Hold;GRO_390;HKP_810;
tsk_06727;prop_61;book_2759;Laundry;Linen Management;2026-07-11;Scheduled;GRO_390;HKP_922;tsk_06726
tsk_06740;prop_69;book_2784;Cleaning;Check-out Cleaning;2026-07-11;Backlog;GRO_254;HKP_466;
tsk_06741;prop_69;book_2784;Laundry;Linen Management;2026-07-11;On Hold;GRO_254;HKP_922;tsk_06740
tsk_06745;prop_20;book_2791;Reactive Maintenance;Pest Control First Response;2026-07-11;Approved;GRO_831;HKP_416;null
tsk_06747;prop_15;book_2804;Reactive Maintenance;Blinds & Curtains Urgent Repair;2026-07-11;Scheduled;GRO_612;HKP_416;null
tsk_06750;prop_65;book_2737;Cleaning;Check-out Cleaning;2026-07-12;Completed;GRO_254;HKP_599;
tsk_06751;prop_65;book_2737;Laundry;Linen Management;2026-07-12;Canceled;GRO_254;HKP_599;tsk_06750
tsk_06752;prop_65;book_2737;Reactive Maintenance;TV & Smart Entertainment Reset;2026-07-12;Completed;GRO_254;HKP_243;null
tsk_06753;prop_42;book_2745;Cleaning;Check-out Cleaning;2026-07-12;Canceled;GRO_390;MNT_904;
tsk_06754;prop_42;book_2745;Laundry;Linen Management;2026-07-12;Scheduled;GRO_390;HKP_877;tsk_06753
tsk_06770;prop_31;book_2785;Cleaning;Check-out Cleaning;2026-07-12;Scheduled;GRO_254;HKP_219;
tsk_06771;prop_31;book_2785;Laundry;Linen Management;2026-07-12;Reported;GRO_254;HKP_219;tsk_06770
tsk_06785;prop_67;book_2755;Cleaning;Check-out Cleaning;2026-07-13;Invoiced;GRO_831;MNT_157;
tsk_06786;prop_67;book_2755;Laundry;Linen Management;2026-07-13;Backlog;GRO_831;HKP_599;tsk_06785
tsk_06787;prop_3;book_2756;Cleaning;Check-out Cleaning;2026-07-13;Canceled;GRO_390;HKP_339;
tsk_06788;prop_3;book_2756;Laundry;Linen Management;2026-07-13;Canceled;GRO_390;HKP_951;tsk_06787
tsk_06804;prop_35;book_2794;Cleaning;Check-out Cleaning;2026-07-13;Scheduled;GRO_390;MNT_904;
tsk_06805;prop_35;book_2794;Laundry;Linen Management;2026-07-13;Invoiced;GRO_390;HKP_188;tsk_06804
tsk_06817;prop_35;book_2856;Reactive Maintenance;Pest Control First Response;2026-07-13;Backlog;GRO_612;MNT_904;null
tsk_06821;prop_65;null;Preventive Maintenance;Radiator Bleeding & Pressure Check;2026-07-13;In Progress;MNG_482;MNT_157;null
tsk_06824;prop_43;book_2773;Cleaning;Check-out Cleaning;2026-07-14;Canceled;GRO_831;HKP_877;
tsk_06825;prop_43;book_2773;Laundry;Linen Management;2026-07-14;On Hold;GRO_831;HKP_219;tsk_06824
tsk_06835;prop_20;book_2791;Cleaning;Check-out Cleaning;2026-07-14;Reported;GRO_831;HKP_951;
tsk_06836;prop_20;book_2791;Laundry;Linen Management;2026-07-14;Backlog;GRO_831;HKP_293;tsk_06835
tsk_06839;prop_40;book_2798;Cleaning;Check-out Cleaning;2026-07-14;In Progress;GRO_254;HKP_703;
tsk_06840;prop_40;book_2798;Laundry;Linen Management;2026-07-14;Backlog;GRO_254;MNT_904;tsk_06839
tsk_06843;prop_66;book_2802;Cleaning;Check-out Cleaning;2026-07-14;Invoiced;GRO_831;HKP_243;
tsk_06844;prop_66;book_2802;Laundry;Linen Management;2026-07-14;On Hold;GRO_831;HKP_134;tsk_06843
tsk_06858;prop_61;book_2825;Cleaning;Check-out Cleaning;2026-07-14;Canceled;GRO_612;HKP_134;
tsk_06859;prop_61;book_2825;Laundry;Linen Management;2026-07-14;In Progress;GRO_612;HKP_466;tsk_06858
tsk_06867;prop_69;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-07-14;Scheduled;MNG_482;HKP_810;null
tsk_06872;prop_15;book_2804;Cleaning;Check-out Cleaning;2026-07-15;Verified;GRO_612;HKP_102;
tsk_06873;prop_15;book_2804;Laundry;Linen Management;2026-07-15;Verified;GRO_612;HKP_744;tsk_06872
tsk_06903;prop_2;null;Preventive Maintenance;Window & Balcony Safety Audit;2026-07-15;Scheduled;MNG_482;MNT_421;null
tsk_06904;prop_3;null;Preventive Maintenance;Drain De-scaling & Chemical Treatment;2026-07-15;Reported;MNG_482;HKP_518;null
tsk_06912;prop_2;book_2814;Cleaning;Check-out Cleaning;2026-07-16;Canceled;GRO_390;HKP_744;
tsk_06913;prop_2;book_2814;Laundry;Linen Management;2026-07-16;Backlog;GRO_390;HKP_102;tsk_06912
tsk_06921;prop_69;book_2829;Cleaning;Check-out Cleaning;2026-07-16;Reported;GRO_831;HKP_599;
tsk_06922;prop_69;book_2829;Laundry;Linen Management;2026-07-16;Verified;GRO_831;HKP_134;tsk_06921
tsk_06927;prop_65;book_2836;Cleaning;Check-out Cleaning;2026-07-16;Approved;GRO_254;HKP_599;
tsk_06928;prop_65;book_2836;Laundry;Linen Management;2026-07-16;Approved;GRO_254;HKP_243;tsk_06927
tsk_06929;prop_42;book_2839;Cleaning;Check-out Cleaning;2026-07-16;Completed;GRO_254;HKP_703;
tsk_06930;prop_42;book_2839;Laundry;Linen Management;2026-07-16;Canceled;GRO_254;HKP_305;tsk_06929
tsk_06931;prop_42;book_2839;Reactive Maintenance;Water Leak Troubleshooting;2026-07-16;Invoiced;GRO_254;HKP_552;null
tsk_06953;prop_66;null;Preventive Maintenance;Furniture & Joinery Tightening;2026-07-16;Completed;MNG_482;HKP_243;null
tsk_06954;prop_67;null;Preventive Maintenance;Wall Paint & Baseboard Touch-up;2026-07-16;On Hold;MNG_482;HKP_466;null
tsk_06957;prop_1;book_2823;Cleaning;Check-out Cleaning;2026-07-17;Invoiced;GRO_254;MNT_421;
tsk_06958;prop_1;book_2823;Laundry;Linen Management;2026-07-17;Approved;GRO_254;HKP_518;tsk_06957
tsk_06965;prop_31;book_2842;Cleaning;Check-out Cleaning;2026-07-17;Backlog;GRO_254;HKP_188;
tsk_06966;prop_31;book_2842;Laundry;Linen Management;2026-07-17;In Progress;GRO_254;HKP_703;tsk_06965
tsk_06971;prop_67;book_2853;Cleaning;Check-out Cleaning;2026-07-17;Invoiced;GRO_254;HKP_922;
tsk_06972;prop_67;book_2853;Laundry;Linen Management;2026-07-17;Scheduled;GRO_254;HKP_243;tsk_06971
tsk_06987;prop_61;null;Preventive Maintenance;Seasonal HVAC Filter Cleaning;2026-07-17;Canceled;MNG_482;HKP_466;null
tsk_06990;prop_35;book_2856;Cleaning;Check-out Cleaning;2026-07-18;In Progress;GRO_612;HKP_703;
tsk_06991;prop_35;book_2856;Laundry;Linen Management;2026-07-18;Verified;GRO_612;HKP_305;tsk_06990
tsk_06992;prop_20;book_2865;Cleaning;Check-out Cleaning;2026-07-18;Canceled;GRO_254;HKP_627;
tsk_06993;prop_20;book_2865;Laundry;Linen Management;2026-07-18;Invoiced;GRO_254;MNT_683;tsk_06992
